Datetime,Tweet Id,Username,Text
2020-02-01 23:57:13+00:00,1223757225375731712,JoxieFoxy,@TitanCommanda And not everyone enjoys toxicity.. Fighting is not fun. Its only damaged people that enjoys fighting and see it as drama..  Sane people recognized real drama and real show and that is what mercy gave us. Difference between the kardashians and chyna show. Chyna's own toxic
2020-02-01 23:57:01+00:00,1223757173714497538,Tezzy_TTP,@_bigrm The Chink is definitely Han
2020-02-01 23:55:05+00:00,1223756687674396672,Chyna_Shimaneza,Oh daddy 😍😍😍😍
2020-02-01 23:51:47+00:00,1223755859156664321,chyna_only,"May February be filled with abundance, laughter and positive energy! #2020"
2020-02-01 23:50:37+00:00,1223755565568090116,chyna1542,Chyna is back 😂😂
2020-02-01 23:50:32+00:00,1223755542260113409,chynandri,"/ food
Could not get on blocked websites the whole day yesterday. My god - chyna not being on twitter for a DAY?? 
It was very hard to survive. but I made a nice dinner of braised pork and fried tomato and egg. so it wasn’t that bad https://t.co/A8V9Bexe2y"
2020-02-01 23:50:00+00:00,1223755411226025985,CHiNk_kLIFE,@poqzie Drip💦Too✌🏾Hard🔨
2020-02-01 23:49:21+00:00,1223755247492923398,anndrea_____,"pretty tony 
pretty ricky
ricky martin 
martin lawrence
lawrence taylor
taylor swift
taylor made 
made in china 
black chyna
black mamba
baby mama 
lady gaga 
wait rihanna
she ball hard 
sinaed o’connor
ooo"
2020-02-01 23:47:58+00:00,1223754896010358784,GoldenZoe2,If that’s yo dame yo gook level better be at a level 100 ..invest in yo dame..IF THATS YO DAME
2020-02-01 23:45:24+00:00,1223754250565582854,Mekanimus_Lya,"chinaman goes to see the eye doctor so a chinaman goes to see and eye doctor, having problems seeing. doctor says ""ah i see the problem, youve got a cataract"" chinaman says ""no i drive a rincorn"" #bot #jokes #fun"
2020-02-01 23:42:52+00:00,1223753614096646144,jellys_place,"Prayers are needed for Chyna. She's a super sweet girl, and  she is having some mysterious problems,  bleeding from her tissues, i.e. foot and other more delicate areas. We rushed her to the vet to try to find out… https://t.co/jxzIkNBuKH"
2020-02-01 23:39:57+00:00,1223752879971893248,dasilvvva21,Amber Rose And Blac Chyna – Here’s How The BFFs Mended Their Friendship After Fallout! https://t.co/LaxGo0fEow
2020-02-01 23:38:17+00:00,1223752462009585669,Nai__xo,Blac Chyna still out here promoting that skin lightening stuff. Sad.
2020-02-01 23:33:28+00:00,1223751249377529859,JayRoh98,"@ghostin_chink Really, I don’t think I liked the conjuring movies. I saw a really good trailer the other day in cinemas for a new horror movie I just can’t remember the name of it🤕"
2020-02-01 23:29:55+00:00,1223750356120850434,JayRoh98,@ghostin_chink There must be some good ones atleast 😰
2020-02-01 23:26:16+00:00,1223749435064111104,t_charn522,"@AndyMaherDFA MSM looking for a chink in her armour. It sells, in our 'tall poppy' culture"
2020-02-01 23:20:51+00:00,1223748072792121345,LRue15,@LRue15's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
