Datetime,Tweet Id,Text,Username
2021-10-09 13:39:13+00:00,1446832624568262661,"@jblairsanders @RandyTravisFox5 @FOX5Atlanta @PiedmontHealth Ummm...🤔 you do realize that ""Covid"" = 99% survival rate,.004% mortality rate, made by engineers in a lab in Chinkland, manipulated by an ass🤡 crooked dr. from our gubmint, as well as making the ""everyday common cold &amp; flu"" virtually DISAPPEAR!...Didn't you ? #getaclue",schnelle_j
