Datetime,Tweet Id,Text,Username
2020-03-30 21:26:55+00:00,1244737899402162181,"R.I.P., Ken-san. And fuck #Chinkland, fuck #Chinks, fuck this #AlienCivilization. 

#ChineseVirus #支那病毒 #中國病毒 #WuhanPneumonia #武漢肺炎 #WuhanVirus #武漢病毒 #志村けん #志村健 #支那 #中國 #支那人 #中國人 #異我文明",Saltocloud
2020-03-23 11:56:30+00:00,1242057631365095425,@UNNTV1 That's the reason why every kind of virus birthed from the CHINKLAND,RealKamaitachi
2020-03-19 13:40:22+00:00,1240634221586153473,@SphaleriteMz @atrupar you are going to get those that hate Trump all riled up with facts that define reality..  just think in chinkland the gestapo went into folks apartments and drug them out kicking and screaming.. I guess that works too... LOL,KentLauglin
2020-03-19 13:30:28+00:00,1240631728487706624,@SanchMachine @atrupar they got them from chinkland.. free !!,KentLauglin
2020-03-19 13:25:17+00:00,1240630423149043714,@Gregonimo @DLoesch really ? looked like chinkland was shut down in a major fashion.. If you have to take a shot to the head first in order to accomplish anything I would say you lost..,KentLauglin
2020-03-17 02:31:12+00:00,1239741041252556806,"We know why Chinkland denies, because all others nations have right to bomb Chinkland.

BOOM!!!! https://t.co/MdDZ8xs303",Gregg71a
2020-03-17 02:26:26+00:00,1239739844714049536,Made in Chinkland WuhanVirus!,Gregg71a
2020-03-10 02:26:29+00:00,1237203141021450240,"@taiwantfc @factchecknet @Twitter 一直很感謝你們，在 #事實查核 方面所做的努力。但是，你們提供的資訊，主要是面向我們 #台灣人 的。所以，直接叫「#武漢肺炎」就好，不必搞什麼 #政治正確。老實說，看了很噁心。

#FactCheck #WuhanPneumonia #WuhanVirus #WuhanCoronavirus #Chinks #Chinkland #PoliticalCorrectness",Saltocloud
